dataset_name,size,p,alpha,Structural Perturbation RMSE,Spectral Distance,Standard SVD RMSE
Amazon_Digital_Music_sample1_train,100k,0.1,1.0,0.7873258137431809,0.050783187,0.7637045945811017
Amazon_Digital_Music_sample2_train,100k,0.1,1.0,0.7873258137431809,0.050783187,0.7637045945811017
Amazon_Digital_Music_sample3_train,100k,0.1,1.0,0.7873258137431809,0.050783187,0.7637045945811017
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.1,1.0,0.8568850784701518,0.10347458,0.850171228378008
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.1,1.0,0.8504189503978044,0.057972893,0.8440667887197764
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.1,1.0,0.8581531458367638,0.046299946,0.853078349920619
Amazon_Health_and_Personal_Care_sample1_train,100k,0.1,1.0,0.6629408848721418,0.038055476,0.6324099421718775
Amazon_Health_and_Personal_Care_sample2_train,100k,0.1,1.0,0.6629408848721418,0.038055476,0.6324099421718775
Amazon_Health_and_Personal_Care_sample3_train,100k,0.1,1.0,0.6629408848721418,0.038055476,0.6324099421718775
Amazon_Movies_and_TV_sample1_train,100k,0.1,1.0,0.8382760988114644,0.09476105,0.831411003863057
Amazon_Movies_and_TV_sample2_train,100k,0.1,1.0,0.8386015697074071,0.086626984,0.8319817182223016
Amazon_Movies_and_TV_sample3_train,100k,0.1,1.0,0.838882413276675,0.09738151,0.8329133854631979
BeerAdvocate_sample1_train,100k,0.1,1.0,0.5262748121714739,0.14320405,0.5131780918347336
BeerAdvocate_sample2_train,100k,0.1,1.0,0.5238217186250816,0.16193394,0.5081534570348112
BeerAdvocate_sample3_train,100k,0.1,1.0,0.52893563899596,0.113776825,0.5162258203511559
Behance_sample1_train,100k,0.1,1.0,0.7005701766543623,0.12641786,0.6259830388879609
Behance_sample2_train,100k,0.1,1.0,0.7012560100393571,0.13783842,0.6224367052925545
Behance_sample3_train,100k,0.1,1.0,0.7004593043225015,0.14214697,0.6232875007337467
DianPing_sample1_train,100k,0.1,1.0,0.6562364081892861,0.12427535,0.6519666020357735
DianPing_sample2_train,100k,0.1,1.0,0.6612114521692768,0.12633234,0.6574533753177544
DianPing_sample3_train,100k,0.1,1.0,0.6574944532041541,0.101599075,0.6528860307529253
Food_sample1_train,100k,0.1,1.0,0.8025390736051955,0.09087833,0.7915417298606009
Food_sample2_train,100k,0.1,1.0,0.7702452306675466,0.09490008,0.7581654627704072
Food_sample3_train,100k,0.1,1.0,0.8023192668922982,0.08064906,0.7941260481177594
GoodReads_sample1_train,100k,0.1,1.0,0.5313182152873537,1.0739194,0.42120973900086583
GoodReads_sample2_train,100k,0.1,1.0,0.5266129428041874,1.0984303,0.41421180963269766
GoodReads_sample3_train,100k,0.1,1.0,0.5239511594556853,1.1363732,0.40281242608720663
KDD2010-algebra2006_2007_sample1_train,100k,0.1,1.0,0.706535520644514,2.184073,0.32658685582664154
KDD2010-algebra2006_2007_sample2_train,100k,0.1,1.0,0.7090400838341936,2.425585,0.2955665327645121
KDD2010-algebra2006_2007_sample3_train,100k,0.1,1.0,0.7174651721950519,2.1967275,0.3170873866508133
ModCloth_sample1_train,100k,0.1,1.0,0.5517256321390279,0.052416008,0.4964141853267514
ModCloth_sample2_train,100k,0.1,1.0,0.5517256321390279,0.052416008,0.4964141853267514
ModCloth_sample3_train,100k,0.1,1.0,0.5517256321390279,0.052416008,0.4964141853267514
RateBeer_sample1_train,100k,0.1,1.0,0.6929753953066963,0.75795406,0.4057388600625387
RateBeer_sample2_train,100k,0.1,1.0,0.695176636806751,0.69340163,0.40423754308537435
RateBeer_sample3_train,100k,0.1,1.0,0.6884418735196457,0.85516906,0.415703438648972
RentTheRunway_sample1_train,100k,0.1,1.0,0.8381570721293223,0.035069276,0.8340391436290299
RentTheRunway_sample2_train,100k,0.1,1.0,0.8381570721293223,0.035069276,0.8340391436290299
RentTheRunway_sample3_train,100k,0.1,1.0,0.8381570721293223,0.035069276,0.8340391436290299
Twitch-100k_sample1_train,100k,0.1,1.0,0.6947791185991671,0.20628913,0.6587042137161915
Twitch-100k_sample2_train,100k,0.1,1.0,0.6936814657364234,0.21856444,0.6558019427324615
Twitch-100k_sample3_train,100k,0.1,1.0,0.693362902956448,0.21127617,0.656932295259788
anime_sample1_train,100k,0.1,1.0,0.5741169707044956,0.22163677,0.5349804906810532
anime_sample2_train,100k,0.1,1.0,0.5802395880015293,0.18492128,0.5436870996268283
anime_sample3_train,100k,0.1,1.0,0.5754876842144826,0.21399479,0.5356797670561443
book-crossing_sample1_train,100k,0.1,1.0,0.4752687571477934,1.2584292,0.3993097720644143
book-crossing_sample2_train,100k,0.1,1.0,0.4750330099174511,1.2183473,0.392188886349363
book-crossing_sample3_train,100k,0.1,1.0,0.4763221541631371,1.2781698,0.40698943196250487
douban_sample1_train,100k,0.1,1.0,0.4714614783100719,0.73596287,0.4109009816188287
douban_sample2_train,100k,0.1,1.0,0.47825187722657686,0.729026,0.41491067384743885
douban_sample3_train,100k,0.1,1.0,0.47354094734804414,0.70518297,0.41147495108791077
epinions_sample1_train,100k,0.1,1.0,0.7782225097032779,0.03318649,0.7700059386182777
epinions_sample2_train,100k,0.1,1.0,0.7782225097032779,0.03318649,0.7700059386182777
epinions_sample3_train,100k,0.1,1.0,0.7782225097032779,0.03318649,0.7700059386182777
jester_sample1_train,100k,0.1,1.0,0.39190455638009486,0.23021512,0.2955733470565778
jester_sample2_train,100k,0.1,1.0,0.3875020404812297,0.22951716,0.2995497170938273
jester_sample3_train,100k,0.1,1.0,0.39068943948623236,0.23011725,0.29938884608753663
lastfm_sample1_train,100k,0.1,1.0,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample2_train,100k,0.1,1.0,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample3_train,100k,0.1,1.0,0.6372830864507444,0.6013575,0.5478853821186013
ml-1m_sample1_train,100k,0.1,1.0,0.5266964185996691,0.2663,0.4900925204829873
ml-1m_sample2_train,100k,0.1,1.0,0.5292425886026656,0.25240397,0.4975039760076765
ml-1m_sample3_train,100k,0.1,1.0,0.5250627057056767,0.25164697,0.48953552244424986
netflix_sample1_train,100k,0.1,1.0,0.5428244999460531,0.33544838,0.5027515284152795
netflix_sample2_train,100k,0.1,1.0,0.5492165654628902,0.35532248,0.507208234341704
netflix_sample3_train,100k,0.1,1.0,0.5425827244231237,0.32857665,0.5015443128271955
pinterest_sample1_train,100k,0.1,1.0,0.6946524413088033,0.24046086,0.6707668982267179
pinterest_sample2_train,100k,0.1,1.0,0.6942902135692747,0.25705108,0.6694608742752391
pinterest_sample3_train,100k,0.1,1.0,0.6944773990716552,0.24285698,0.6698899314760287
steam_sample1_train,100k,0.1,1.0,0.7062104073262695,0.7655239,0.5822256822154813
steam_sample2_train,100k,0.1,1.0,0.7056679108113957,0.7721513,0.5840080817888827
steam_sample3_train,100k,0.1,1.0,0.705665704676564,0.7755379,0.581968791205631
yahoo-music_sample1_train,100k,0.1,1.0,0.22079435432069536,0.16924141,0.19042323931430385
yahoo-music_sample2_train,100k,0.1,1.0,0.21531532217971913,0.16834474,0.1861447517400903
yahoo-music_sample3_train,100k,0.1,1.0,0.2176833327180466,0.14356011,0.19019217110197129
yelp2022_sample1_train,100k,0.1,1.0,0.7550447130106375,0.19263023,0.7450160402901349
yelp2022_sample2_train,100k,0.1,1.0,0.7507085033703632,0.16175114,0.7402167644017837
yelp2022_sample3_train,100k,0.1,1.0,0.7526170258292079,0.15168788,0.7435843909474231
Amazon_Books_sample1_train,100k,0.2,0.0,0.6367122121081948,0.14627932,0.6040322176005678
Amazon_Books_sample2_train,100k,0.2,0.0,0.6370923871662915,0.15238269,0.603498142485997
Amazon_Books_sample3_train,100k,0.2,0.0,0.6321817343980759,0.13811786,0.5952384849352832
Amazon_Digital_Music_sample1_train,100k,0.2,0.0,0.6720793929785378,0.2735758,0.5482397914756879
Amazon_Digital_Music_sample2_train,100k,0.2,0.0,0.6720793929785378,0.2735758,0.5482397914756879
Amazon_Digital_Music_sample3_train,100k,0.2,0.0,0.6720793929785378,0.2735758,0.5482397914756879
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.2,0.0,0.6511119869600339,0.23219223,0.6246789460098707
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.2,0.0,0.650714418768004,0.277438,0.624867588955425
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.2,0.0,0.6515618158955827,0.2546527,0.6259665951135925
Amazon_Health_and_Personal_Care_sample1_train,100k,0.2,0.0,0.617402188769004,0.20197618,0.45335002420355314
Amazon_Health_and_Personal_Care_sample2_train,100k,0.2,0.0,0.617402188769004,0.20197618,0.45335002420355314
Amazon_Health_and_Personal_Care_sample3_train,100k,0.2,0.0,0.617402188769004,0.20197618,0.45335002420355314
Amazon_Movies_and_TV_sample1_train,100k,0.2,0.0,0.6352017641041621,0.4263763,0.6059745274783636
Amazon_Movies_and_TV_sample2_train,100k,0.2,0.0,0.6345714172473672,0.43488204,0.6048179472927889
Amazon_Movies_and_TV_sample3_train,100k,0.2,0.0,0.6346295031401342,0.40217292,0.6046137299926005
BeerAdvocate_sample1_train,100k,0.2,0.0,0.4833867878986931,0.67508405,0.3635162919806476
BeerAdvocate_sample2_train,100k,0.2,0.0,0.483816111764888,0.67128474,0.35730301989396324
BeerAdvocate_sample3_train,100k,0.2,0.0,0.48551819519286993,0.708986,0.3610057741386781
Behance_sample1_train,100k,0.2,0.0,0.7010553693668536,0.24376981,0.6251173241416278
Behance_sample2_train,100k,0.2,0.0,0.7016754901521526,0.24012162,0.6225628196132308
Behance_sample3_train,100k,0.2,0.0,0.7010267911706457,0.228024,0.6242335718470541
DianPing_sample1_train,100k,0.2,0.0,0.4866685084091302,0.10335073,0.46267815741698276
DianPing_sample2_train,100k,0.2,0.0,0.4862423685907427,0.10144457,0.4662671740278501
DianPing_sample3_train,100k,0.2,0.0,0.48654165935333277,0.09751197,0.46345970369463796
Food_sample1_train,100k,0.2,0.0,0.6719429709614864,0.18298282,0.5693493260405108
Food_sample2_train,100k,0.2,0.0,0.6742872051142887,0.19235629,0.5479120076964684
Food_sample3_train,100k,0.2,0.0,0.6709582303728524,0.18578464,0.5709056395565355
GoodReads_sample1_train,100k,0.2,0.0,0.5712609694526624,0.69362164,0.42294165546759643
GoodReads_sample2_train,100k,0.2,0.0,0.5696611918837117,0.7326107,0.4205872264422119
GoodReads_sample3_train,100k,0.2,0.0,0.5705342971977939,0.66288185,0.41482173030829106
KDD2010-algebra2006_2007_sample1_train,100k,0.2,0.0,0.6989997014769421,4.248379,0.3265328048095732
KDD2010-algebra2006_2007_sample2_train,100k,0.2,0.0,0.6983551791566708,4.701257,0.2966349498962703
KDD2010-algebra2006_2007_sample3_train,100k,0.2,0.0,0.7106768627530636,4.245466,0.31773858281163475
ModCloth_sample1_train,100k,0.2,0.0,0.5747371147460288,0.5968535,0.35182611713807127
ModCloth_sample2_train,100k,0.2,0.0,0.5747371147460288,0.5968535,0.35182611713807127
ModCloth_sample3_train,100k,0.2,0.0,0.5747371147460288,0.5968535,0.35182611713807127
RateBeer_sample1_train,100k,0.2,0.0,0.6911656267545556,1.5198436,0.40399464464709967
RateBeer_sample2_train,100k,0.2,0.0,0.6938482385463333,1.3324553,0.403632936705483
RateBeer_sample3_train,100k,0.2,0.0,0.6847569018734484,1.6538008,0.4147687339737723
RentTheRunway_sample1_train,100k,0.2,0.0,0.6345970488804963,0.22198969,0.5869812695804746
RentTheRunway_sample2_train,100k,0.2,0.0,0.6345970488804963,0.22198969,0.5869812695804746
RentTheRunway_sample3_train,100k,0.2,0.0,0.6345970488804963,0.22198969,0.5869812695804746
Twitch-100k_sample1_train,100k,0.2,0.0,0.6960454978844405,0.363837,0.6579425219982841
Twitch-100k_sample2_train,100k,0.2,0.0,0.6954141712865316,0.36880746,0.655823233005069
Twitch-100k_sample3_train,100k,0.2,0.0,0.695122987559854,0.34707937,0.6568128515061801
anime_sample1_train,100k,0.2,0.0,0.5328599807623114,0.6657355,0.42062541552990784
anime_sample2_train,100k,0.2,0.0,0.5387120437520667,0.68877006,0.4268245195155959
anime_sample3_train,100k,0.2,0.0,0.535397860448373,0.6690754,0.4223709907769681
book-crossing_sample1_train,100k,0.2,0.0,0.5609071364526653,0.0817822,0.47082026174659436
book-crossing_sample2_train,100k,0.2,0.0,0.5619997446771386,0.07960532,0.46685691687962705
book-crossing_sample3_train,100k,0.2,0.0,0.5609448894954531,0.0755424,0.4880269491896718
douban_sample1_train,100k,0.2,0.0,0.542710991848052,2.0684097,0.32059633034331514
douban_sample2_train,100k,0.2,0.0,0.544907245848647,2.139269,0.31746450109182406
douban_sample3_train,100k,0.2,0.0,0.5457826748413557,2.1033762,0.3205272398823955
epinions_sample1_train,100k,0.2,0.0,0.5965680023157226,0.119594015,0.5606113958326792
epinions_sample2_train,100k,0.2,0.0,0.5965680023157226,0.119594015,0.5606113958326792
epinions_sample3_train,100k,0.2,0.0,0.5965680023157226,0.119594015,0.5606113958326792
jester_sample1_train,100k,0.2,0.0,0.4231451119542873,0.9762957,0.21876834459922603
jester_sample2_train,100k,0.2,0.0,0.4200455539598997,0.965648,0.2186492886071496
jester_sample3_train,100k,0.2,0.0,0.4242014129521334,0.97724134,0.22039879824150643
lastfm_sample1_train,100k,0.2,0.0,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample2_train,100k,0.2,0.0,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample3_train,100k,0.2,0.0,0.6417860846647769,1.0718052,0.5477112009578536
ml-1m_sample1_train,100k,0.2,0.0,0.4713832334698016,0.89951354,0.3649969457987335
ml-1m_sample2_train,100k,0.2,0.0,0.47275788879267777,0.935241,0.36591661792502944
ml-1m_sample3_train,100k,0.2,0.0,0.46720954614434884,0.91289943,0.3607251814815596
netflix_sample1_train,100k,0.2,0.0,0.4813422538114911,1.0524225,0.35818170615877915
netflix_sample2_train,100k,0.2,0.0,0.4831230283947269,1.006713,0.36391566199789604
netflix_sample3_train,100k,0.2,0.0,0.47962345530464096,1.0300775,0.35862219326897504
pinterest_sample1_train,100k,0.2,0.0,0.695882006062997,0.4409884,0.669962866288186
pinterest_sample2_train,100k,0.2,0.0,0.695738149446964,0.46036842,0.669408820843708
pinterest_sample3_train,100k,0.2,0.0,0.6960165908274473,0.44098952,0.669599263744081
steam_sample1_train,100k,0.2,0.0,0.7059807853476966,1.5565375,0.5841849391487711
steam_sample2_train,100k,0.2,0.0,0.7058416541346877,1.5900007,0.583982848463853
steam_sample3_train,100k,0.2,0.0,0.705692597946853,1.5619639,0.5841106241265953
yahoo-music_sample1_train,100k,0.2,0.0,0.20274002886687267,0.3316892,0.15703297752060602
yahoo-music_sample2_train,100k,0.2,0.0,0.1999865690445115,0.31337693,0.15469885744283254
yahoo-music_sample3_train,100k,0.2,0.0,0.20257299344631519,0.32239357,0.15698756697899463
yelp2022_sample1_train,100k,0.2,0.0,0.579222067385523,0.1486663,0.5472929486161213
yelp2022_sample2_train,100k,0.2,0.0,0.5796081502298022,0.12047359,0.5450294108055137
yelp2022_sample3_train,100k,0.2,0.0,0.5784405990479161,0.14128435,0.5444206712664114
Amazon_Books_sample1_train,100k,0.2,0.3,0.6800751072537783,0.112817295,0.6531814946442448
Amazon_Books_sample2_train,100k,0.2,0.3,0.6817237588611165,0.11638764,0.6532771276908961
Amazon_Books_sample3_train,100k,0.2,0.3,0.6743981539036737,0.13939051,0.6437611875810642
Amazon_Digital_Music_sample1_train,100k,0.2,0.3,0.6983834019462569,0.20904554,0.5945838424520524
Amazon_Digital_Music_sample2_train,100k,0.2,0.3,0.6983834019462569,0.20904554,0.5945838424520524
Amazon_Digital_Music_sample3_train,100k,0.2,0.3,0.6983834019462569,0.20904554,0.5945838424520524
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.2,0.3,0.6955351188494966,0.15704976,0.6723449116086261
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.2,0.3,0.6944752732240937,0.19139002,0.6728896698988159
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.2,0.3,0.6949316694711882,0.18435712,0.6731887165865236
Amazon_Health_and_Personal_Care_sample1_train,100k,0.2,0.3,0.635080216706443,0.16454493,0.4915251993755175
Amazon_Health_and_Personal_Care_sample2_train,100k,0.2,0.3,0.635080216706443,0.16454493,0.4915251993755175
Amazon_Health_and_Personal_Care_sample3_train,100k,0.2,0.3,0.635080216706443,0.16454493,0.4915251993755175
Amazon_Movies_and_TV_sample1_train,100k,0.2,0.3,0.6795119129443262,0.31643844,0.6547980838370636
Amazon_Movies_and_TV_sample2_train,100k,0.2,0.3,0.676969581294358,0.3523964,0.6513247339371181
Amazon_Movies_and_TV_sample3_train,100k,0.2,0.3,0.6773110980692763,0.3262664,0.6514542004234037
BeerAdvocate_sample1_train,100k,0.2,0.3,0.49656448180327506,0.5656015,0.3929016814523283
BeerAdvocate_sample2_train,100k,0.2,0.3,0.49541795841775743,0.5455447,0.38804097307441404
BeerAdvocate_sample3_train,100k,0.2,0.3,0.49829034019917645,0.5836468,0.39276579785589777
Behance_sample1_train,100k,0.2,0.3,0.7010553693668536,0.24376981,0.6251173241416278
Behance_sample2_train,100k,0.2,0.3,0.7016754901521526,0.24012162,0.6225628196132308
Behance_sample3_train,100k,0.2,0.3,0.7010267911706457,0.228024,0.6242335718470541
DianPing_sample1_train,100k,0.2,0.3,0.5221749062305225,0.12702288,0.5023225764735638
DianPing_sample2_train,100k,0.2,0.3,0.5226518024868502,0.12761681,0.5057394474863218
DianPing_sample3_train,100k,0.2,0.3,0.5219505604222053,0.11224233,0.5026784591793269
Food_sample1_train,100k,0.2,0.3,0.700556590711667,0.1686058,0.6158743602492959
Food_sample2_train,100k,0.2,0.3,0.6970967836256529,0.17165421,0.592252642440739
Food_sample3_train,100k,0.2,0.3,0.7002783785965166,0.1711567,0.6161560666249902
GoodReads_sample1_train,100k,0.2,0.3,0.5615073354611156,1.1074069,0.42234242864280547
GoodReads_sample2_train,100k,0.2,0.3,0.5597069128205278,1.1497842,0.4206314896217163
GoodReads_sample3_train,100k,0.2,0.3,0.5572723552470135,1.155456,0.4085951390519069
KDD2010-algebra2006_2007_sample1_train,100k,0.2,0.3,0.6989997014769421,4.248379,0.3265328048095732
KDD2010-algebra2006_2007_sample2_train,100k,0.2,0.3,0.6983551791566708,4.701257,0.2966349498962703
KDD2010-algebra2006_2007_sample3_train,100k,0.2,0.3,0.7106768627530636,4.245466,0.31773858281163475
ModCloth_sample1_train,100k,0.2,0.3,0.5715788734346582,0.42274535,0.37904034509868906
ModCloth_sample2_train,100k,0.2,0.3,0.5715788734346582,0.42274535,0.37904034509868906
ModCloth_sample3_train,100k,0.2,0.3,0.5715788734346582,0.42274535,0.37904034509868906
RateBeer_sample1_train,100k,0.2,0.3,0.6911656267545556,1.5198436,0.40399464464709967
RateBeer_sample2_train,100k,0.2,0.3,0.6938482385463333,1.3324553,0.403632936705483
RateBeer_sample3_train,100k,0.2,0.3,0.6847569018734484,1.6538008,0.4147687339737723
RentTheRunway_sample1_train,100k,0.2,0.3,0.6781403830768539,0.15556453,0.6391653924446663
RentTheRunway_sample2_train,100k,0.2,0.3,0.6781403830768539,0.15556453,0.6391653924446663
RentTheRunway_sample3_train,100k,0.2,0.3,0.6781403830768539,0.15556453,0.6391653924446663
Twitch-100k_sample1_train,100k,0.2,0.3,0.6960454978844405,0.363837,0.6579425219982841
Twitch-100k_sample2_train,100k,0.2,0.3,0.6954141712865316,0.36880746,0.655823233005069
Twitch-100k_sample3_train,100k,0.2,0.3,0.695122987559854,0.34707937,0.6568128515061801
anime_sample1_train,100k,0.2,0.3,0.5450282488105841,0.5807516,0.44729004879169015
anime_sample2_train,100k,0.2,0.3,0.5513065335627861,0.5919864,0.4536290029659895
anime_sample3_train,100k,0.2,0.3,0.5466982168134034,0.6055973,0.44742035961149346
book-crossing_sample1_train,100k,0.2,0.3,0.5327606883447177,0.7927764,0.44853042548184135
book-crossing_sample2_train,100k,0.2,0.3,0.5328041952578237,0.8256259,0.4385570373612109
book-crossing_sample3_train,100k,0.2,0.3,0.5296848025444311,0.7612607,0.4603551627676383
douban_sample1_train,100k,0.2,0.3,0.53641620455531,1.8497401,0.3402232657729058
douban_sample2_train,100k,0.2,0.3,0.533970612893699,1.8880706,0.336912715179047
douban_sample3_train,100k,0.2,0.3,0.5345055132158834,1.8210841,0.34025814792585823
epinions_sample1_train,100k,0.2,0.3,0.6365269786943818,0.098816834,0.6072394942619544
epinions_sample2_train,100k,0.2,0.3,0.6365269786943818,0.098816834,0.6072394942619544
epinions_sample3_train,100k,0.2,0.3,0.6365269786943818,0.098816834,0.6072394942619544
jester_sample1_train,100k,0.2,0.3,0.41865292186388636,0.7737725,0.23349039954118567
jester_sample2_train,100k,0.2,0.3,0.4170720560014278,0.7666249,0.23491894026433605
jester_sample3_train,100k,0.2,0.3,0.4220590614212332,0.7919419,0.2351307340294391
lastfm_sample1_train,100k,0.2,0.3,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample2_train,100k,0.2,0.3,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample3_train,100k,0.2,0.3,0.6417860846647769,1.0718052,0.5477112009578536
ml-1m_sample1_train,100k,0.2,0.3,0.48480515661283824,0.7897105,0.3927425782101026
ml-1m_sample2_train,100k,0.2,0.3,0.486343127823073,0.8089795,0.39264963939002184
ml-1m_sample3_train,100k,0.2,0.3,0.480793293727421,0.8095549,0.38705782813840733
netflix_sample1_train,100k,0.2,0.3,0.49650297421998735,0.9237917,0.3891359174639572
netflix_sample2_train,100k,0.2,0.3,0.5004993460547716,0.9205651,0.39394170608059326
netflix_sample3_train,100k,0.2,0.3,0.49587808610565137,0.92099476,0.3886382831110699
pinterest_sample1_train,100k,0.2,0.3,0.695882006062997,0.4409884,0.669962866288186
pinterest_sample2_train,100k,0.2,0.3,0.695738149446964,0.46036842,0.669408820843708
pinterest_sample3_train,100k,0.2,0.3,0.6960165908274473,0.44098952,0.669599263744081
steam_sample1_train,100k,0.2,0.3,0.7059807853476966,1.5565375,0.5841849391487711
steam_sample2_train,100k,0.2,0.3,0.7058416541346877,1.5900007,0.583982848463853
steam_sample3_train,100k,0.2,0.3,0.705692597946853,1.5619639,0.5841106241265953
yahoo-music_sample1_train,100k,0.2,0.3,0.2080475219484251,0.24350087,0.16539571589068033
yahoo-music_sample2_train,100k,0.2,0.3,0.20480539353950175,0.23993404,0.16231501467889745
yahoo-music_sample3_train,100k,0.2,0.3,0.20717508281579067,0.2560778,0.16503521874081775
yelp2022_sample1_train,100k,0.2,0.3,0.6164761795400854,0.15811616,0.5890115122820884
yelp2022_sample2_train,100k,0.2,0.3,0.615047503639747,0.12822706,0.5852811735527497
yelp2022_sample3_train,100k,0.2,0.3,0.6175932004065496,0.1509918,0.5884516242468457
Amazon_Books_sample1_train,100k,0.2,0.7,0.7620961834009017,0.13814892,0.7451708370411451
Amazon_Books_sample2_train,100k,0.2,0.7,0.7615433058802465,0.15684403,0.7445716904503881
Amazon_Books_sample3_train,100k,0.2,0.7,0.7516401874793255,0.1908253,0.7328368463652275
Amazon_Digital_Music_sample1_train,100k,0.2,0.7,0.7373216537265802,0.118051864,0.6732271321388534
Amazon_Digital_Music_sample2_train,100k,0.2,0.7,0.7373216537265802,0.118051864,0.6732271321388534
Amazon_Digital_Music_sample3_train,100k,0.2,0.7,0.7373216537265802,0.118051864,0.6732271321388534
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.2,0.7,0.7704910340480615,0.14831097,0.7549879553898119
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.2,0.7,0.7716167882933944,0.10595576,0.757075475143873
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.2,0.7,0.774617912748995,0.089674495,0.7601784890448963
Amazon_Health_and_Personal_Care_sample1_train,100k,0.2,0.7,0.6497254109071237,0.11473581,0.5567115115293882
Amazon_Health_and_Personal_Care_sample2_train,100k,0.2,0.7,0.6497254109071237,0.11473581,0.5567115115293882
Amazon_Health_and_Personal_Care_sample3_train,100k,0.2,0.7,0.6497254109071237,0.11473581,0.5567115115293882
Amazon_Movies_and_TV_sample1_train,100k,0.2,0.7,0.7542784155769754,0.2085615,0.7387896864575055
Amazon_Movies_and_TV_sample2_train,100k,0.2,0.7,0.7555311635365752,0.23172198,0.7393735357100749
Amazon_Movies_and_TV_sample3_train,100k,0.2,0.7,0.7540461617449822,0.20890182,0.737763666907253
BeerAdvocate_sample1_train,100k,0.2,0.7,0.5141916519233006,0.39671412,0.4489497072663626
BeerAdvocate_sample2_train,100k,0.2,0.7,0.5136950174989412,0.4117937,0.444711416860664
BeerAdvocate_sample3_train,100k,0.2,0.7,0.5165902373737278,0.37608612,0.4511814680158425
Behance_sample1_train,100k,0.2,0.7,0.7010553693668536,0.24376981,0.6251173241416278
Behance_sample2_train,100k,0.2,0.7,0.7016754901521526,0.24012162,0.6225628196132308
Behance_sample3_train,100k,0.2,0.7,0.7010267911706457,0.228024,0.6242335718470541
DianPing_sample1_train,100k,0.2,0.7,0.5855627985558787,0.18886618,0.5732266755386924
DianPing_sample2_train,100k,0.2,0.7,0.5884576782975383,0.18628204,0.5773763625206382
DianPing_sample3_train,100k,0.2,0.7,0.5859104045416158,0.1803445,0.573215885897853
Food_sample1_train,100k,0.2,0.7,0.7508876576900639,0.16842522,0.6982488306375694
Food_sample2_train,100k,0.2,0.7,0.7333727187488875,0.15109958,0.6722195739207303
Food_sample3_train,100k,0.2,0.7,0.7485374669007454,0.14219272,0.6996476369662695
GoodReads_sample1_train,100k,0.2,0.7,0.5476149469583768,1.6545347,0.4230886003874488
GoodReads_sample2_train,100k,0.2,0.7,0.5423144569964852,1.7040534,0.41700635202669584
GoodReads_sample3_train,100k,0.2,0.7,0.5388556347455942,1.826681,0.403476516497487
KDD2010-algebra2006_2007_sample1_train,100k,0.2,0.7,0.6989997014769421,4.248379,0.3265328048095732
KDD2010-algebra2006_2007_sample2_train,100k,0.2,0.7,0.6983551791566708,4.701257,0.2966349498962703
KDD2010-algebra2006_2007_sample3_train,100k,0.2,0.7,0.7106768627530636,4.245466,0.31773858281163475
ModCloth_sample1_train,100k,0.2,0.7,0.562307809134169,0.20504989,0.43510978314640053
ModCloth_sample2_train,100k,0.2,0.7,0.562307809134169,0.20504989,0.43510978314640053
ModCloth_sample3_train,100k,0.2,0.7,0.562307809134169,0.20504989,0.43510978314640053
RateBeer_sample1_train,100k,0.2,0.7,0.6911656267545556,1.5198436,0.40399464464709967
RateBeer_sample2_train,100k,0.2,0.7,0.6938482385463333,1.3324553,0.403632936705483
RateBeer_sample3_train,100k,0.2,0.7,0.6847569018734484,1.6538008,0.4147687339737723
RentTheRunway_sample1_train,100k,0.2,0.7,0.7515234577693034,0.08186827,0.7294180490616324
RentTheRunway_sample2_train,100k,0.2,0.7,0.7515234577693034,0.08186827,0.7294180490616324
RentTheRunway_sample3_train,100k,0.2,0.7,0.7515234577693034,0.08186827,0.7294180490616324
Twitch-100k_sample1_train,100k,0.2,0.7,0.6960454978844405,0.363837,0.6579425219982841
Twitch-100k_sample2_train,100k,0.2,0.7,0.6954141712865316,0.36880746,0.655823233005069
Twitch-100k_sample3_train,100k,0.2,0.7,0.695122987559854,0.34707937,0.6568128515061801
anime_sample1_train,100k,0.2,0.7,0.5623625451108647,0.48448387,0.49132747862664733
anime_sample2_train,100k,0.2,0.7,0.568194449765452,0.4424437,0.49888564041361966
anime_sample3_train,100k,0.2,0.7,0.5662422635436916,0.51124257,0.49381954949382445
book-crossing_sample1_train,100k,0.2,0.7,0.5020385349712512,1.8323803,0.4236235061380154
