dataset_name,size,p,alpha,Structural Perturbation RMSE,Spectral Distance,Standard SVD RMSE
ModCloth_sample3_train,100k,0.05,1.0,0.5497527047619353,0.031192807,0.4972114772002157
RateBeer_sample1_train,100k,0.05,1.0,0.6948923403259998,0.38138828,0.4033670198712933
RateBeer_sample2_train,100k,0.05,1.0,0.6959390346807902,0.34757003,0.40474007727254097
RateBeer_sample3_train,100k,0.05,1.0,0.6900300217242793,0.44051805,0.4122367503077635
RentTheRunway_sample1_train,100k,0.05,1.0,0.8389144975612691,0.02052399,0.8358611894275372
RentTheRunway_sample2_train,100k,0.05,1.0,0.8389144975612691,0.02052399,0.8358611894275372
RentTheRunway_sample3_train,100k,0.05,1.0,0.8389144975612691,0.02052399,0.8358611894275372
Twitch-100k_sample1_train,100k,0.05,1.0,0.6937228150833281,0.110560715,0.6587571344306326
Twitch-100k_sample2_train,100k,0.05,1.0,0.6928764358407061,0.11731043,0.6562923146780327
Twitch-100k_sample3_train,100k,0.05,1.0,0.6925326070458958,0.11487519,0.6564432235783563
anime_sample1_train,100k,0.05,1.0,0.5684221082874213,0.098329686,0.5316937334450492
anime_sample2_train,100k,0.05,1.0,0.5795481212468078,0.104464926,0.542514285285899
anime_sample3_train,100k,0.05,1.0,0.572744741055001,0.106592886,0.5346137589221622
book-crossing_sample1_train,100k,0.05,1.0,0.4750264762065939,0.59949034,0.3976148743391
book-crossing_sample2_train,100k,0.05,1.0,0.48183780818304284,0.6551178,0.39404877713763836
book-crossing_sample3_train,100k,0.05,1.0,0.47570126480722524,0.60614794,0.407260502002468
douban_sample1_train,100k,0.05,1.0,0.47047186519988576,0.34548223,0.4109302334316168
douban_sample2_train,100k,0.05,1.0,0.4758496600536746,0.37307414,0.4159193345327963
douban_sample3_train,100k,0.05,1.0,0.4712999381829763,0.38181615,0.410912395074634
epinions_sample1_train,100k,0.05,1.0,0.776093762641677,0.03022785,0.769340896075365
epinions_sample2_train,100k,0.05,1.0,0.776093762641677,0.03022785,0.769340896075365
epinions_sample3_train,100k,0.05,1.0,0.776093762641677,0.03022785,0.769340896075365
jester_sample1_train,100k,0.05,1.0,0.389767163325176,0.11799818,0.29440521716488144
jester_sample2_train,100k,0.05,1.0,0.38777193196080173,0.12959783,0.298526682131989
jester_sample3_train,100k,0.05,1.0,0.3897234909818475,0.12283627,0.29868186274337716
lastfm_sample1_train,100k,0.05,1.0,0.633392307541833,0.3131537,0.5470510222514585
lastfm_sample2_train,100k,0.05,1.0,0.633392307541833,0.3131537,0.5470510222514585
lastfm_sample3_train,100k,0.05,1.0,0.633392307541833,0.3131537,0.5470510222514585
ml-1m_sample1_train,100k,0.05,1.0,0.5243273943677594,0.13712503,0.4897886338067639
ml-1m_sample2_train,100k,0.05,1.0,0.5281712330271351,0.12494973,0.49791086798220974
ml-1m_sample3_train,100k,0.05,1.0,0.524556701730014,0.12796938,0.4902603718996041
netflix_sample1_train,100k,0.05,1.0,0.5398126812982691,0.16938515,0.500805911004058
netflix_sample2_train,100k,0.05,1.0,0.5490045595975058,0.18978278,0.5073400513903715
netflix_sample3_train,100k,0.05,1.0,0.5410164385607722,0.1647575,0.5023337922523655
pinterest_sample1_train,100k,0.05,1.0,0.6940758611075729,0.12758277,0.6707138776864564
pinterest_sample2_train,100k,0.05,1.0,0.6939868688642664,0.13673927,0.6690116292521079
pinterest_sample3_train,100k,0.05,1.0,0.693295770540005,0.13105471,0.6698913577627971
steam_sample1_train,100k,0.05,1.0,0.705707588625998,0.37378407,0.585315344555258
steam_sample2_train,100k,0.05,1.0,0.7066723019514877,0.38039064,0.58260117479567
steam_sample3_train,100k,0.05,1.0,0.7051495944045018,0.38625312,0.5811805047927391
yahoo-music_sample1_train,100k,0.05,1.0,0.21840292933947383,0.08070114,0.1898756812109895
yahoo-music_sample2_train,100k,0.05,1.0,0.21454784408387714,0.079736605,0.18729509129254307
yahoo-music_sample3_train,100k,0.05,1.0,0.21743749573717297,0.071123235,0.19098700895995216
yelp2022_sample1_train,100k,0.05,1.0,0.7505003721117699,0.086722754,0.7412426952279169
yelp2022_sample2_train,100k,0.05,1.0,0.7497127776064731,0.09283636,0.7385444413687555
yelp2022_sample3_train,100k,0.05,1.0,0.75328422800051,0.09761187,0.7437473776313531
Amazon_Books_sample1_train,100k,0.1,0.0,0.6363276033433548,0.07696706,0.6032373574069545
Amazon_Books_sample2_train,100k,0.1,0.0,0.6377753744114458,0.08680355,0.6045453095581724
Amazon_Books_sample3_train,100k,0.1,0.0,0.6324826380662046,0.0743744,0.5961117357187904
Amazon_Digital_Music_sample1_train,100k,0.1,0.0,0.6751532151145888,0.16328567,0.5449133660330719
Amazon_Digital_Music_sample2_train,100k,0.1,0.0,0.6751532151145888,0.16328567,0.5449133660330719
Amazon_Digital_Music_sample3_train,100k,0.1,0.0,0.6751532151145888,0.16328567,0.5449133660330719
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.1,0.0,0.6509046485280817,0.1144351,0.6241676757622218
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.1,0.0,0.6525105971440032,0.14691447,0.6260915311644354
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.1,0.0,0.6501816253627164,0.12649076,0.6260051431091622
Amazon_Health_and_Personal_Care_sample1_train,100k,0.1,0.0,0.6188803280501918,0.104667835,0.4614858861400531
Amazon_Health_and_Personal_Care_sample2_train,100k,0.1,0.0,0.6188803280501918,0.104667835,0.4614858861400531
Amazon_Health_and_Personal_Care_sample3_train,100k,0.1,0.0,0.6188803280501918,0.104667835,0.4614858861400531
Amazon_Movies_and_TV_sample1_train,100k,0.1,0.0,0.6347538113328307,0.2160524,0.6056435006298407
Amazon_Movies_and_TV_sample2_train,100k,0.1,0.0,0.6328441993142873,0.22775948,0.6021638851352636
Amazon_Movies_and_TV_sample3_train,100k,0.1,0.0,0.6347344375100747,0.20911771,0.6038707634255116
BeerAdvocate_sample1_train,100k,0.1,0.0,0.4843136870054113,0.3643683,0.36414526858709023
BeerAdvocate_sample2_train,100k,0.1,0.0,0.4843047433845649,0.34834754,0.35710400448559404
BeerAdvocate_sample3_train,100k,0.1,0.0,0.48645169364271124,0.385496,0.3598314295604037
Behance_sample1_train,100k,0.1,0.0,0.7005701766543623,0.12641786,0.6259830388879609
Behance_sample2_train,100k,0.1,0.0,0.7012560100393571,0.13783842,0.6224367052925545
Behance_sample3_train,100k,0.1,0.0,0.7004593043225015,0.14214697,0.6232875007337467
DianPing_sample1_train,100k,0.1,0.0,0.48680067616539174,0.049163263,0.46283648733781674
DianPing_sample2_train,100k,0.1,0.0,0.48572987517253824,0.048811775,0.46595666851593626
DianPing_sample3_train,100k,0.1,0.0,0.4871728554693013,0.050926317,0.4644321732479586
Food_sample1_train,100k,0.1,0.0,0.6714046748277712,0.10372295,0.5706216155881485
Food_sample2_train,100k,0.1,0.0,0.6737613005999958,0.110484876,0.5500986160901422
Food_sample3_train,100k,0.1,0.0,0.671034092752676,0.0957191,0.5709158686535503
GoodReads_sample1_train,100k,0.1,0.0,0.569461424906039,0.33224607,0.4238241760472062
GoodReads_sample2_train,100k,0.1,0.0,0.5674753613214478,0.3601029,0.4204898428739869
GoodReads_sample3_train,100k,0.1,0.0,0.5701394633513214,0.3233004,0.4155310178861928
KDD2010-algebra2006_2007_sample1_train,100k,0.1,0.0,0.706535520644514,2.184073,0.32658685582664154
KDD2010-algebra2006_2007_sample2_train,100k,0.1,0.0,0.7090400838341936,2.425585,0.2955665327645121
KDD2010-algebra2006_2007_sample3_train,100k,0.1,0.0,0.7174651721950519,2.1967275,0.3170873866508133
ModCloth_sample1_train,100k,0.1,0.0,0.5743779786539664,0.29096812,0.3532793177341193
ModCloth_sample2_train,100k,0.1,0.0,0.5743779786539664,0.29096812,0.3532793177341193
ModCloth_sample3_train,100k,0.1,0.0,0.5743779786539664,0.29096812,0.3532793177341193
RateBeer_sample1_train,100k,0.1,0.0,0.6929753953066963,0.75795406,0.4057388600625387
RateBeer_sample2_train,100k,0.1,0.0,0.695176636806751,0.69340163,0.40423754308537435
RateBeer_sample3_train,100k,0.1,0.0,0.6884418735196457,0.85516906,0.415703438648972
RentTheRunway_sample1_train,100k,0.1,0.0,0.6346180383667916,0.11798677,0.5868651796997034
RentTheRunway_sample2_train,100k,0.1,0.0,0.6346180383667916,0.11798677,0.5868651796997034
RentTheRunway_sample3_train,100k,0.1,0.0,0.6346180383667916,0.11798677,0.5868651796997034
Twitch-100k_sample1_train,100k,0.1,0.0,0.6947791185991671,0.20628913,0.6587042137161915
Twitch-100k_sample2_train,100k,0.1,0.0,0.6936814657364234,0.21856444,0.6558019427324615
Twitch-100k_sample3_train,100k,0.1,0.0,0.693362902956448,0.21127617,0.656932295259788
anime_sample1_train,100k,0.1,0.0,0.5325787728676487,0.35612687,0.4213327425407725
anime_sample2_train,100k,0.1,0.0,0.5375227826525927,0.3582138,0.4273238063356281
anime_sample3_train,100k,0.1,0.0,0.5331879019307543,0.37076402,0.42181740954749075
book-crossing_sample1_train,100k,0.1,0.0,0.5586341600689183,0.046787947,0.46872332653029497
book-crossing_sample2_train,100k,0.1,0.0,0.5610997352289667,0.04792808,0.4654651726596333
book-crossing_sample3_train,100k,0.1,0.0,0.5605343421483069,0.042489808,0.4896186830014977
douban_sample1_train,100k,0.1,0.0,0.540408017537262,1.0041288,0.31921383060396585
douban_sample2_train,100k,0.1,0.0,0.5424610344816517,1.0322062,0.3184780121347281
douban_sample3_train,100k,0.1,0.0,0.5408921612621082,1.0423311,0.3205924994070157
epinions_sample1_train,100k,0.1,0.0,0.5964686422660767,0.066766895,0.559928136440421
epinions_sample2_train,100k,0.1,0.0,0.5964686422660767,0.066766895,0.559928136440421
epinions_sample3_train,100k,0.1,0.0,0.5964686422660767,0.066766895,0.559928136440421
jester_sample1_train,100k,0.1,0.0,0.4248091199041995,0.48769638,0.21979789493658627
jester_sample2_train,100k,0.1,0.0,0.42038177694918294,0.4908093,0.2193987434221466
jester_sample3_train,100k,0.1,0.0,0.42282495687020666,0.4830204,0.220245930279122
lastfm_sample1_train,100k,0.1,0.0,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample2_train,100k,0.1,0.0,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample3_train,100k,0.1,0.0,0.6372830864507444,0.6013575,0.5478853821186013
ml-1m_sample1_train,100k,0.1,0.0,0.4729286930620602,0.47769126,0.36616700933853913
ml-1m_sample2_train,100k,0.1,0.0,0.47074687913630736,0.4975265,0.36467351395637065
ml-1m_sample3_train,100k,0.1,0.0,0.46588900409005557,0.49339613,0.35849552702523807
netflix_sample1_train,100k,0.1,0.0,0.4829745411230732,0.55334574,0.3581559730425606
netflix_sample2_train,100k,0.1,0.0,0.48380677503427094,0.525157,0.3624434202030801
netflix_sample3_train,100k,0.1,0.0,0.4795919931541012,0.52626586,0.3600630663017534
pinterest_sample1_train,100k,0.1,0.0,0.6946524413088033,0.24046086,0.6707668982267179
pinterest_sample2_train,100k,0.1,0.0,0.6942902135692747,0.25705108,0.6694608742752391
pinterest_sample3_train,100k,0.1,0.0,0.6944773990716552,0.24285698,0.6698899314760287
steam_sample1_train,100k,0.1,0.0,0.7062104073262695,0.7655239,0.5822256822154813
steam_sample2_train,100k,0.1,0.0,0.7056679108113957,0.7721513,0.5840080817888827
steam_sample3_train,100k,0.1,0.0,0.705665704676564,0.7755379,0.581968791205631
yahoo-music_sample1_train,100k,0.1,0.0,0.20222577915263254,0.167967,0.1564799011100743
yahoo-music_sample2_train,100k,0.1,0.0,0.1986997267071301,0.157764,0.1539468409065137
yahoo-music_sample3_train,100k,0.1,0.0,0.20099446130468998,0.16574134,0.1555102887030748
yelp2022_sample1_train,100k,0.1,0.0,0.5776240791259586,0.09309595,0.545375914234033
yelp2022_sample2_train,100k,0.1,0.0,0.5776602517428354,0.06969706,0.5428193270579919
yelp2022_sample3_train,100k,0.1,0.0,0.5789030373843432,0.08404685,0.5446036938436175
Amazon_Books_sample1_train,100k,0.1,0.3,0.679464810140607,0.07608036,0.6537204902674706
Amazon_Books_sample2_train,100k,0.1,0.3,0.680971051656473,0.070020154,0.6549169325063428
Amazon_Books_sample3_train,100k,0.1,0.3,0.6770615397813158,0.073341735,0.6469783930491694
Amazon_Digital_Music_sample1_train,100k,0.1,0.3,0.7043844218563299,0.114058346,0.5963434518884436
Amazon_Digital_Music_sample2_train,100k,0.1,0.3,0.7043844218563299,0.114058346,0.5963434518884436
Amazon_Digital_Music_sample3_train,100k,0.1,0.3,0.7043844218563299,0.114058346,0.5963434518884436
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.1,0.3,0.6950901763205938,0.081805445,0.6728332179511846
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.1,0.3,0.6927783895932063,0.09320879,0.6707431859052829
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.1,0.3,0.6953837783287066,0.106616974,0.6742151025117247
Amazon_Health_and_Personal_Care_sample1_train,100k,0.1,0.3,0.6345177386979723,0.09970819,0.4904298458942668
Amazon_Health_and_Personal_Care_sample2_train,100k,0.1,0.3,0.6345177386979723,0.09970819,0.4904298458942668
Amazon_Health_and_Personal_Care_sample3_train,100k,0.1,0.3,0.6345177386979723,0.09970819,0.4904298458942668
Amazon_Movies_and_TV_sample1_train,100k,0.1,0.3,0.6799383259090978,0.15260269,0.656760366952899
Amazon_Movies_and_TV_sample2_train,100k,0.1,0.3,0.6767747154770155,0.16741735,0.652502867068869
Amazon_Movies_and_TV_sample3_train,100k,0.1,0.3,0.6800391644870025,0.16071372,0.6542526248935916
BeerAdvocate_sample1_train,100k,0.1,0.3,0.49508127153833265,0.30104706,0.3940452590932972
BeerAdvocate_sample2_train,100k,0.1,0.3,0.49434767223909626,0.297847,0.3886716288921505
BeerAdvocate_sample3_train,100k,0.1,0.3,0.49894230332358164,0.30795962,0.39413550450648044
Behance_sample1_train,100k,0.1,0.3,0.7005701766543623,0.12641786,0.6259830388879609
Behance_sample2_train,100k,0.1,0.3,0.7012560100393571,0.13783842,0.6224367052925545
Behance_sample3_train,100k,0.1,0.3,0.7004593043225015,0.14214697,0.6232875007337467
DianPing_sample1_train,100k,0.1,0.3,0.5209520164305136,0.057117596,0.5015834370957953
DianPing_sample2_train,100k,0.1,0.3,0.5233835648231581,0.0733186,0.5067337603585812
DianPing_sample3_train,100k,0.1,0.3,0.5215799689597113,0.068727694,0.5019645821883664
Food_sample1_train,100k,0.1,0.3,0.6981517397670448,0.09358106,0.6146018190047886
Food_sample2_train,100k,0.1,0.3,0.6947157902695205,0.08557916,0.5918841605483903
Food_sample3_train,100k,0.1,0.3,0.6987798818517197,0.08758456,0.617747333386251
GoodReads_sample1_train,100k,0.1,0.3,0.5599198133765038,0.53072447,0.42626592791060824
GoodReads_sample2_train,100k,0.1,0.3,0.557180476654096,0.58463764,0.4232557902135465
GoodReads_sample3_train,100k,0.1,0.3,0.5537705268543168,0.58553344,0.40603874341746343
KDD2010-algebra2006_2007_sample1_train,100k,0.1,0.3,0.706535520644514,2.184073,0.32658685582664154
KDD2010-algebra2006_2007_sample2_train,100k,0.1,0.3,0.7090400838341936,2.425585,0.2955665327645121
KDD2010-algebra2006_2007_sample3_train,100k,0.1,0.3,0.7174651721950519,2.1967275,0.3170873866508133
ModCloth_sample1_train,100k,0.1,0.3,0.5731113278080104,0.19883917,0.3879198062719578
ModCloth_sample2_train,100k,0.1,0.3,0.5731113278080104,0.19883917,0.3879198062719578
ModCloth_sample3_train,100k,0.1,0.3,0.5731113278080104,0.19883917,0.3879198062719578
RateBeer_sample1_train,100k,0.1,0.3,0.6929753953066963,0.75795406,0.4057388600625387
RateBeer_sample2_train,100k,0.1,0.3,0.695176636806751,0.69340163,0.40423754308537435
RateBeer_sample3_train,100k,0.1,0.3,0.6884418735196457,0.85516906,0.415703438648972
RentTheRunway_sample1_train,100k,0.1,0.3,0.6763455508038856,0.079436995,0.6382923879275207
RentTheRunway_sample2_train,100k,0.1,0.3,0.6763455508038856,0.079436995,0.6382923879275207
RentTheRunway_sample3_train,100k,0.1,0.3,0.6763455508038856,0.079436995,0.6382923879275207
Twitch-100k_sample1_train,100k,0.1,0.3,0.6947791185991671,0.20628913,0.6587042137161915
Twitch-100k_sample2_train,100k,0.1,0.3,0.6936814657364234,0.21856444,0.6558019427324615
Twitch-100k_sample3_train,100k,0.1,0.3,0.693362902956448,0.21127617,0.656932295259788
anime_sample1_train,100k,0.1,0.3,0.5414169189640607,0.3243687,0.44590569626819426
anime_sample2_train,100k,0.1,0.3,0.5480059756717868,0.31350195,0.4536002420654963
anime_sample3_train,100k,0.1,0.3,0.5454353232634094,0.3240815,0.4486402877731776
book-crossing_sample1_train,100k,0.1,0.3,0.5319463832035499,0.34770694,0.4492249877191952
book-crossing_sample2_train,100k,0.1,0.3,0.5309499327854682,0.33209077,0.4375744984813741
book-crossing_sample3_train,100k,0.1,0.3,0.531815564979161,0.40187192,0.46115940029425945
douban_sample1_train,100k,0.1,0.3,0.5311398953389145,0.8994929,0.34013963269850267
douban_sample2_train,100k,0.1,0.3,0.5327675926017305,0.932662,0.3371183613585704
douban_sample3_train,100k,0.1,0.3,0.531601253019177,0.9332617,0.34149504541342535
epinions_sample1_train,100k,0.1,0.3,0.6321815305077648,0.052516535,0.6026818223719838
epinions_sample2_train,100k,0.1,0.3,0.6321815305077648,0.052516535,0.6026818223719838
epinions_sample3_train,100k,0.1,0.3,0.6321815305077648,0.052516535,0.6026818223719838
jester_sample1_train,100k,0.1,0.3,0.41835778158972126,0.39469448,0.23201155034232182
jester_sample2_train,100k,0.1,0.3,0.41680858070261023,0.39877144,0.2359309486830092
jester_sample3_train,100k,0.1,0.3,0.42051888954005645,0.39878345,0.23638814161271893
lastfm_sample1_train,100k,0.1,0.3,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample2_train,100k,0.1,0.3,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample3_train,100k,0.1,0.3,0.6372830864507444,0.6013575,0.5478853821186013
ml-1m_sample1_train,100k,0.1,0.3,0.48509847202146056,0.42020917,0.3933901118912611
ml-1m_sample2_train,100k,0.1,0.3,0.48247045793774007,0.41106197,0.39108728943874865
ml-1m_sample3_train,100k,0.1,0.3,0.4795563048646763,0.42789742,0.3879480969938474
netflix_sample1_train,100k,0.1,0.3,0.4976178553987977,0.4763209,0.3902761734838867
netflix_sample2_train,100k,0.1,0.3,0.496888898798798,0.46433082,0.39451639806747557
netflix_sample3_train,100k,0.1,0.3,0.4934202155285754,0.46077287,0.3890039890434435
pinterest_sample1_train,100k,0.1,0.3,0.6946524413088033,0.24046086,0.6707668982267179
pinterest_sample2_train,100k,0.1,0.3,0.6942902135692747,0.25705108,0.6694608742752391
pinterest_sample3_train,100k,0.1,0.3,0.6944773990716552,0.24285698,0.6698899314760287
steam_sample1_train,100k,0.1,0.3,0.7062104073262695,0.7655239,0.5822256822154813
steam_sample2_train,100k,0.1,0.3,0.7056679108113957,0.7721513,0.5840080817888827
steam_sample3_train,100k,0.1,0.3,0.705665704676564,0.7755379,0.581968791205631
yahoo-music_sample1_train,100k,0.1,0.3,0.20651290197299157,0.13321203,0.16530194464969158
yahoo-music_sample2_train,100k,0.1,0.3,0.20389671251323185,0.13680623,0.16285435081743513
yahoo-music_sample3_train,100k,0.1,0.3,0.20590593904268942,0.1387592,0.16456122804616694
yelp2022_sample1_train,100k,0.1,0.3,0.6170674697785844,0.08929648,0.5899824008989639
yelp2022_sample2_train,100k,0.1,0.3,0.6166841220308128,0.08311988,0.5870052065972485
yelp2022_sample3_train,100k,0.1,0.3,0.6141017316844627,0.07573832,0.5873032688603758
Amazon_Books_sample1_train,100k,0.1,0.7,0.76075319353685,0.08737639,0.7451228475504396
Amazon_Books_sample2_train,100k,0.1,0.7,0.7617040388699841,0.085686676,0.7452057181916919
Amazon_Books_sample3_train,100k,0.1,0.7,0.7511122979687374,0.10001453,0.7339777857796127
Amazon_Digital_Music_sample1_train,100k,0.1,0.7,0.7381821635141602,0.06465485,0.6757679538386157
Amazon_Digital_Music_sample2_train,100k,0.1,0.7,0.7381821635141602,0.06465485,0.6757679538386157
Amazon_Digital_Music_sample3_train,100k,0.1,0.7,0.7381821635141602,0.06465485,0.6757679538386157
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.1,0.7,0.7695040743453875,0.08391851,0.7546358050275462
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.1,0.7,0.7697443868517807,0.05772082,0.7564814057272184
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.1,0.7,0.7710616665985929,0.055594116,0.7567867311539471
Amazon_Health_and_Personal_Care_sample1_train,100k,0.1,0.7,0.6507986753862506,0.061288074,0.559492065674376
Amazon_Health_and_Personal_Care_sample2_train,100k,0.1,0.7,0.6507986753862506,0.061288074,0.559492065674376
Amazon_Health_and_Personal_Care_sample3_train,100k,0.1,0.7,0.6507986753862506,0.061288074,0.559492065674376
Amazon_Movies_and_TV_sample1_train,100k,0.1,0.7,0.7558308834639765,0.10119269,0.7403227124446725
Amazon_Movies_and_TV_sample2_train,100k,0.1,0.7,0.7538325368914437,0.115009524,0.7380240447645333
Amazon_Movies_and_TV_sample3_train,100k,0.1,0.7,0.7555346720501946,0.11510078,0.7397954027354089
BeerAdvocate_sample1_train,100k,0.1,0.7,0.512775039797278,0.21951312,0.45209823196530624
BeerAdvocate_sample2_train,100k,0.1,0.7,0.5088412328783142,0.21793456,0.444065761180312
BeerAdvocate_sample3_train,100k,0.1,0.7,0.5139844176675398,0.18799739,0.45199104699083986
Behance_sample1_train,100k,0.1,0.7,0.7005701766543623,0.12641786,0.6259830388879609
Behance_sample2_train,100k,0.1,0.7,0.7012560100393571,0.13783842,0.6224367052925545
Behance_sample3_train,100k,0.1,0.7,0.7004593043225015,0.14214697,0.6232875007337467
DianPing_sample1_train,100k,0.1,0.7,0.5827137782881184,0.088005,0.5714289371782749
DianPing_sample2_train,100k,0.1,0.7,0.5885052464959627,0.10951376,0.5782602929297499
DianPing_sample3_train,100k,0.1,0.7,0.5853272982757528,0.08875082,0.5736157540291109
Food_sample1_train,100k,0.1,0.7,0.7476217756960745,0.095249794,0.6993063417592809
Food_sample2_train,100k,0.1,0.7,0.7317463217182762,0.08603569,0.6717983938010724
Food_sample3_train,100k,0.1,0.7,0.7483254271051477,0.064105146,0.7011856560473647
GoodReads_sample1_train,100k,0.1,0.7,0.5436466473177891,0.83915377,0.4234755970104735
GoodReads_sample2_train,100k,0.1,0.7,0.541955689077587,0.87803346,0.4191248140377459
GoodReads_sample3_train,100k,0.1,0.7,0.5411286258154011,0.90148956,0.40459947930830875
KDD2010-algebra2006_2007_sample1_train,100k,0.1,0.7,0.706535520644514,2.184073,0.32658685582664154
KDD2010-algebra2006_2007_sample2_train,100k,0.1,0.7,0.7090400838341936,2.425585,0.2955665327645121
KDD2010-algebra2006_2007_sample3_train,100k,0.1,0.7,0.7174651721950519,2.1967275,0.3170873866508133
ModCloth_sample1_train,100k,0.1,0.7,0.5623861061330738,0.09257519,0.44291422144845366
ModCloth_sample2_train,100k,0.1,0.7,0.5623861061330738,0.09257519,0.44291422144845366
ModCloth_sample3_train,100k,0.1,0.7,0.5623861061330738,0.09257519,0.44291422144845366
RateBeer_sample1_train,100k,0.1,0.7,0.6929753953066963,0.75795406,0.4057388600625387
RateBeer_sample2_train,100k,0.1,0.7,0.695176636806751,0.69340163,0.40423754308537435
RateBeer_sample3_train,100k,0.1,0.7,0.6884418735196457,0.85516906,0.415703438648972
RentTheRunway_sample1_train,100k,0.1,0.7,0.74999637331673,0.045993146,0.7293921938498601
RentTheRunway_sample2_train,100k,0.1,0.7,0.74999637331673,0.045993146,0.7293921938498601
RentTheRunway_sample3_train,100k,0.1,0.7,0.74999637331673,0.045993146,0.7293921938498601
Twitch-100k_sample1_train,100k,0.1,0.7,0.6947791185991671,0.20628913,0.6587042137161915
Twitch-100k_sample2_train,100k,0.1,0.7,0.6936814657364234,0.21856444,0.6558019427324615
Twitch-100k_sample3_train,100k,0.1,0.7,0.693362902956448,0.21127617,0.656932295259788
anime_sample1_train,100k,0.1,0.7,0.5585391020431141,0.24660619,0.4920068995798325
anime_sample2_train,100k,0.1,0.7,0.5672344994440501,0.23086245,0.501533384564733
anime_sample3_train,100k,0.1,0.7,0.5578732385019939,0.27210793,0.49005822801965976
book-crossing_sample1_train,100k,0.1,0.7,0.49910352837849253,0.87086725,0.4211215730463525
book-crossing_sample2_train,100k,0.1,0.7,0.5033358882201601,0.87883073,0.4167106645882462
book-crossing_sample3_train,100k,0.1,0.7,0.4954000492307767,0.8575204,0.4273822737378911
douban_sample1_train,100k,0.1,0.7,0.5068802260989681,0.7985918,0.3735956756311943
douban_sample2_train,100k,0.1,0.7,0.5087494816893893,0.81349707,0.3744960785173787
douban_sample3_train,100k,0.1,0.7,0.5083543094531054,0.8419213,0.3751682840840327
epinions_sample1_train,100k,0.1,0.7,0.700699028861365,0.038095888,0.6839021416882454
epinions_sample2_train,100k,0.1,0.7,0.700699028861365,0.038095888,0.6839021416882454
epinions_sample3_train,100k,0.1,0.7,0.700699028861365,0.038095888,0.6839021416882454
jester_sample1_train,100k,0.1,0.7,0.40651806696837617,0.28011262,0.26239282780664475
jester_sample2_train,100k,0.1,0.7,0.40332069365754036,0.30257562,0.2645127505530875
jester_sample3_train,100k,0.1,0.7,0.409668030391982,0.30506214,0.2656481203815972
lastfm_sample1_train,100k,0.1,0.7,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample2_train,100k,0.1,0.7,0.6372830864507444,0.6013575,0.5478853821186013
lastfm_sample3_train,100k,0.1,0.7,0.6372830864507444,0.6013575,0.5478853821186013
ml-1m_sample1_train,100k,0.1,0.7,0.5047663469191374,0.3274181,0.4390335265123692
ml-1m_sample2_train,100k,0.1,0.7,0.5053796200234353,0.30174497,0.44259401749642996
ml-1m_sample3_train,100k,0.1,0.7,0.5019492517364967,0.32195044,0.4373055877629559
netflix_sample1_train,100k,0.1,0.7,0.5193776638221053,0.40903518,0.44400919358654384
netflix_sample2_train,100k,0.1,0.7,0.5214657202684796,0.42139867,0.4460561241256414
netflix_sample3_train,100k,0.1,0.7,0.5168215170585876,0.38770473,0.44198639969704456
pinterest_sample1_train,100k,0.1,0.7,0.6946524413088033,0.24046086,0.6707668982267179
pinterest_sample2_train,100k,0.1,0.7,0.6942902135692747,0.25705108,0.6694608742752391
pinterest_sample3_train,100k,0.1,0.7,0.6944773990716552,0.24285698,0.6698899314760287
steam_sample1_train,100k,0.1,0.7,0.7062104073262695,0.7655239,0.5822256822154813
steam_sample2_train,100k,0.1,0.7,0.7056679108113957,0.7721513,0.5840080817888827
steam_sample3_train,100k,0.1,0.7,0.705665704676564,0.7755379,0.581968791205631
yahoo-music_sample1_train,100k,0.1,0.7,0.2138378246495554,0.13982199,0.17781578911232473
yahoo-music_sample2_train,100k,0.1,0.7,0.211342934055288,0.14733659,0.175448320114837
yahoo-music_sample3_train,100k,0.1,0.7,0.21310741803074476,0.14049838,0.17897536363080083
yelp2022_sample1_train,100k,0.1,0.7,0.6847312278752969,0.1297514,0.6666040499193344
yelp2022_sample2_train,100k,0.1,0.7,0.6805039174991593,0.12095306,0.6599953806647559
yelp2022_sample3_train,100k,0.1,0.7,0.6825734486033012,0.1266535,0.6639747315118496
Amazon_Books_sample1_train,100k,0.1,1.0,0.8466970254011658,0.10507715,0.840330255069088
Amazon_Books_sample2_train,100k,0.1,1.0,0.8502880030857493,0.11748886,0.8447357451813025
Amazon_Books_sample3_train,100k,0.1,1.0,0.8362501712577103,0.14919378,0.8288505219119303
